"CustomerId","CardNo","IsCreditCard","Balance"
15585282,842817,0,63865.165
15585282,187830,0,63886.165
15714993,951425,1,62181.67
15714993,932091,0,62175.67
15596021,181338,1,13
15646615,324112,0,119364.29
15742632,122811,0,25
15742632,770300,0,28
15574068,570817,0,52138.65
15574068,633425,0,52128.65
15806967,412545,1,32
15806967,474744,0,1
15796334,333842,1,72394.51
15796334,181887,0,72393.51
15688713,513704,1,12
15688713,553852,0,9
15796179,217443,1,14
15796179,326411,0,21
15598751,803884,0,11
15703019,132224,0,15
15703019,853737,0,7
15646302,126359,1,50096.755
15646302,116619,0,50091.755
15680855,670432,0,145742.83
15697311,745183,1,110828.03
15585367,219623,1,120424.99
15726556,820500,0,135082.52
15676242,144880,1,136565.44
15684198,944792,1,10
15684198,849274,0,22
15774882,301795,1,99602.43
15714227,402092,1,12
15608653,985916,1,70749.07
15784280,685803,0,54702.41
15784280,333753,0,54702.41
15789546,708803,1,17
15590320,962955,0,30
15590320,830520,0,20
15678385,636011,1,78252.31
15571778,371038,1,58786.745
15571778,779815,0,58798.745
15657085,813749,1,44512.16
15657085,661021,0,44514.16
15640627,559669,1,23
15640627,127761,0,0
15566211,746273,1,51804.285
15566211,825989,0,51792.285
15669293,923567,0,113331.84
15595067,305588,1,21
15595067,674956,0,7
15753566,619637,1,63781.49
15650391,708975,1,170012.35
15681843,407645,1,90154.62
15681843,560180,0,90171.62
15814846,713585,1,33
15814846,587486,0,3
15670374,946872,0,60332.43
15670374,398811,0,60356.43
15762332,435028,1,61602.14
15700223,676592,1,164703.68
15729956,554740,1,80807.16
15594862,805450,0,26
15594862,321423,0,10
15598782,519610,0,77132.685
15598782,253113,0,77120.685
15745080,340061,1,11
15703399,226954,0,50850.57
15703399,639991,0,50839.57
15732175,340041,0,25
15732175,491433,0,34
15630725,656408,1,46408.33
15630725,358651,0,46410.33
15640260,625732,1,131097.66
15716822,380436,1,98040.74
15583748,845026,1,30
15605968,878509,1,97484.1
15790683,909836,0,104082.19
15607713,113758,1,1
15700212,734248,0,12
15700212,699453,0,1
15626710,751910,1,25
15716491,734954,0,46837.475
15716491,442390,0,46860.475
15625824,963996,1,60700.94
15625824,703543,0,60706.94
15617705,884980,0,141678.23
15761976,334218,1,1
15634891,916931,1,51182.745
15634891,878068,0,51205.745
15744517,961657,0,30
15686963,497114,1,23
15686963,976113,0,10
15808189,788421,0,5
15808189,387533,0,32
15580845,120095,0,50939.255
15580845,493044,0,50937.255
15799156,726603,0,30
15799156,815251,0,7
15694296,625860,1,56219.225
15694296,571599,0,56228.225
15677049,585984,0,53288.17
15677049,617564,0,53303.17
15583595,107621,1,5
15583595,187092,0,29
15590146,234557,0,81962.76
15801548,901614,1,144185.3
15660833,424015,0,43187.435
15660833,652510,0,43205.435
15762277,302573,0,79333.57
15762277,774904,0,79340.57
15791302,755839,1,21
15798975,574756,0,132432.56
15599956,477939,0,14
15577274,332391,1,135016.66
15701200,871512,1,32
15701200,325821,0,0
15638149,778886,1,51895.225
15638149,787392,0,51900.225
15786199,445001,1,66537.16
15786199,452000,0,66525.16
15701765,111675,0,7
15701765,665744,0,16
15586974,904375,1,14
15586974,139829,0,24
15729040,687294,1,21
15729040,170405,0,14
15788676,172072,1,71472.67
15602497,650494,0,133243.13
15701333,300738,0,96562.66
15812071,994117,0,46914.155
15812071,830706,0,46918.155
15634375,243313,0,3
15634375,330781,0,17
15738267,553279,1,124065.8
15786800,167130,0,65881.485
15786800,152195,0,65870.485
15591130,412121,0,33
15720662,913770,1,53138.4
15720662,811097,0,53151.4
15751531,287696,1,27
15751531,261968,0,9
15653595,915693,0,6
15568360,196351,1,69928.18
15568360,872287,0,69947.18
15781210,786420,0,7
15668058,106403,1,124132.54
15597131,432949,1,145835.59
15697283,821114,1,1
15697283,172975,0,6
15640953,833901,1,53775.465
15640953,672450,0,53763.465
15715031,856125,0,3
15589660,766833,0,145986.23
15769818,848621,0,106410.1
15769818,235108,0,106399.1
15782736,540926,0,152524.47
15614818,751141,0,84499.385
15614818,500530,0,84486.385
15794014,719866,1,18
15794014,273649,0,18
15732448,700548,1,12
15723411,260396,1,49145.15
15723411,906669,0,49144.15
15797686,415328,1,56523.46
15797686,622549,0,56501.46
15605950,779106,1,137086.88
15812497,659833,1,112147.12
15690678,935329,1,129325.32
15747677,894018,1,163984.09
15618926,602707,1,10
15618926,747348,0,23
15673908,279570,1,79219.425
15673908,171841,0,79225.425
15727944,736981,1,46038.34
15727944,976431,0,46040.34
15807294,991317,1,44140.645
15807294,473553,0,44153.645
15618581,336187,1,16
15584364,746564,1,29758.155
15584364,946306,0,29765.155
15599552,453221,1,1
15749177,599750,0,11
15718779,422541,1,26
15568106,871015,0,119284.01
15779481,510202,1,79388.715
15779481,879828,0,79402.715
15709994,668227,0,70310.475
15709994,389973,0,70300.475
15772777,155162,1,4
15706815,671995,1,45216.46
15706815,945285,0,45241.46
15618018,847785,0,104789.81
15671032,195273,1,39025.485
15671032,832413,0,39025.485
15634281,435826,0,55423.45
15634281,600707,0,55426.45
15766374,301102,1,119643.6
15600991,445569,1,54552.295
15600991,501313,0,54533.295
15777576,628987,0,139141.44
15742613,404724,1,152354.66
15649523,479596,1,25
15651063,868434,1,127488.58
15683124,785767,0,57530.7
15683124,525277,0,57546.7
15618314,539606,1,114017.78
15670823,517565,1,116666.76
15607133,386207,1,110886.38
15615012,407246,1,78140.795
15615012,380336,0,78156.795
15725141,346388,1,54795.14
15725141,301963,0,54769.14
15623560,348609,1,102489.76
15693018,441440,1,57791.855
15693018,807930,0,57786.855
15636756,347935,1,25
15636756,975874,0,28
15647474,832504,1,47840.18
15647474,527030,0,47846.18
15576714,631075,1,29
15576714,752397,0,23
15585047,819695,0,80214.305
15585047,993665,0,80192.305
15743976,794484,1,37716.79
15793881,759867,0,59136.915
15793881,726901,0,59144.915
15576517,142459,1,65549.085
15576517,977770,0,65556.085
15631072,593958,0,94483
15730394,658313,0,27
15730394,944830,0,20
15631460,367285,1,2
15692002,250605,1,93800.38
15595282,834342,1,21
15789548,285632,1,24
15789548,745177,0,30
15758035,703197,0,78005.565
15758035,233336,0,77996.565
15617518,222753,1,89443.95
15651802,934330,1,48953.185
15651802,893188,0,48949.185
15631813,866626,1,28
15729668,787410,1,60299.62
15741728,372485,1,67633.4
15741728,326686,0,67626.4
15576676,312410,1,62473.675
15576676,140104,0,62492.675
15711378,539110,1,18
15711378,199528,0,31
15765520,389305,1,94334.035
15765520,140447,0,94315.035
15656726,147385,1,31185.81
15656726,366517,0,31174.81
15647842,411336,1,60398.35
15647842,468595,0,60417.35
15719309,503621,0,58014.79
15719309,903200,0,57994.79
15748718,445803,1,115085.61
15594404,322184,1,160621.25
15751158,937364,1,108846.34
15593470,525265,1,166291.85
15695129,788353,0,152674.77
15640865,228976,1,80870.69
15714080,608701,1,48529.68
15714080,297333,0,48524.68
15648721,357429,1,25
15648721,332737,0,19
15801466,710597,1,122537.61
15750248,676545,1,132302.63
15758726,353210,1,19
15758726,146849,0,20
15781553,595972,1,45766.495
15781553,132866,0,45779.495
15649121,385669,1,23
15649121,480938,0,26
15674811,712675,1,29695.99
15674811,701343,0,29717.99
15646037,179717,1,23
15646037,370016,0,30
15722578,178502,1,49000.25
15722578,455823,0,49009.25
15665695,423760,1,26
15665695,799168,0,32
15801062,446590,0,15
15662955,470885,1,70611.84
15662955,331758,0,70632.84
15770309,457680,0,75914.37
15770309,840454,0,75889.37
15657386,886026,0,70907.87
15657386,852323,0,70882.87
15777797,392863,1,37549.57
15777797,278750,0,37568.57
15783955,403449,1,165699.11
15804516,866325,1,23
15804516,420632,0,27
15681758,504111,1,20
15681758,283188,0,4
15630321,190229,1,31
15630321,934527,0,31
15588248,464477,1,19
15591932,731622,1,92988.61
15810347,661669,0,24
15810347,924363,0,25
15595303,920403,1,65424.455
15595303,522154,0,65435.455
15634950,484817,1,53598.29
15634950,477268,0,53615.29
15685372,564210,1,152678.48
15745827,729825,1,66012.885
15745827,661545,0,66019.885
15755868,560922,0,22
15735222,906236,1,29
15735222,112747,0,32
15604804,686162,1,127316.5
15718944,279657,1,10
15678626,971304,0,9
15678626,253011,0,27
15571550,825158,1,11
15723053,716864,0,170293.22
15661528,982801,1,51282.115
15661528,779285,0,51304.115
15754177,293354,0,111081.01
15683544,320527,1,15
15683544,160849,0,11
15708048,436418,1,124390.14
15701109,887671,1,2
15600110,405689,1,28897.88
15600110,315329,0,28884.88
15651533,231802,1,64673.87
15651533,670002,0,64651.87
15777904,468362,1,14
15655574,123346,1,150805.1
15569423,658929,1,17
15718106,507094,0,32
15585067,301402,1,108654.48
15675501,111523,1,76940.55
15675501,613352,0,76940.55
15633233,982015,1,100401.58
15667134,256610,0,2
15659105,552687,1,30615.27
15659105,933462,0,30631.27
15575409,529483,1,116907.72
15752342,894302,1,66844.455
15752342,687406,0,66854.455
15654851,972694,0,46455.76
15654851,183813,0,46489.76
15741429,926837,1,59917.875
15741429,460049,0,59923.875
15682356,201875,1,111859.84
15806447,425665,1,53371.76
15806447,926697,0,53369.76
15800229,634185,0,69540.12
15800229,755757,0,69535.12
15663441,527705,1,74287.535
15663441,513352,0,74315.535
15791991,617440,0,4
15775082,821764,0,64922.36
15775082,982965,0,64904.36
15579706,930016,1,34
15718247,817075,1,9
15755722,915605,0,15
15582259,237203,1,16
15582259,434116,0,26
15716994,478172,1,114766.92
15586880,982743,1,61273.825
15586880,723393,0,61273.825
15713854,457471,1,18
15713854,496972,0,24
15780835,205571,1,131914.35
15675896,667155,1,105723.69
15658459,826503,1,8
15658459,690539,0,18
15658057,210156,1,20
15658057,570856,0,33
15801767,579432,1,27
15569178,181687,1,82794.42
15731478,556301,0,43941.49
15731478,218265,0,43932.49
15811236,185403,1,66655.565
15811236,515924,0,66651.565
15746749,557064,1,13
15746749,654870,0,1
15662758,717162,1,48978.555
15662758,511218,0,48996.555
15709387,248838,1,16
15572093,865262,1,140472.91
15713826,657408,0,58696.095
15713826,952963,0,58695.095
15570205,426489,1,6
15570205,724232,0,13
15589348,564668,1,137221.77
15804610,169419,0,33
15700854,867920,1,7
15758836,557218,0,27054.09
15758836,429896,0,27066.09
15772933,261016,1,9
15809006,896144,0,56910.24
15809006,589629,0,56901.24
15689612,691929,0,8
15744614,642232,1,118649.92
15704250,170526,0,6
15700255,196879,0,47746.41
15700255,127542,0,47758.41
15669410,757629,0,110861.52
15807595,272027,1,144275.59
15664523,139088,1,61020.96
15664523,103410,0,61014.96
15642833,278423,1,16
15605279,669458,1,4
15713644,569790,1,13
15750466,143790,1,42953.81
15750466,267316,0,42941.81
15739054,498877,0,48489.485
15739054,826939,0,48515.485
15612771,632038,1,148203.44
15788483,957092,1,12
15732832,684859,1,16
15772892,712238,0,25
15772892,367064,0,28
15713843,346277,0,17
15567993,705187,1,67396.425
15567993,131876,0,67387.425
15617603,828935,1,61612.28
15617603,414783,0,61617.28
15744983,499638,1,139905.01
15630419,610453,1,74989.555
15630419,945377,0,75000.555
15738828,735633,0,152885.97
15778025,605091,0,54296.735
15778025,829772,0,54324.735
15799479,837698,1,24
15799479,468866,0,30
15684269,599043,1,28363.24
15684269,874467,0,28364.24
15762745,716444,1,0
15746970,562561,1,27
15746970,578510,0,19
15725024,990487,0,52840.78
15725024,362629,0,52834.78
15592116,974775,1,4
15624391,964604,1,100703.54
15567422,914301,1,25
15567422,259330,0,31
15612627,986361,1,139574.58
15574879,475003,0,60905.86
15574879,276961,0,60925.86
15745107,138325,0,112310.7
15734491,367884,1,26
15675320,554573,0,93528.82
15643824,216693,0,66142.995
15643824,923662,0,66130.995
15643438,278792,1,26
15721730,475005,1,22
15721730,393186,0,14
15680727,811338,1,61004.64
15680727,331810,0,61011.64
15752508,783612,1,49756.4
15752508,418764,0,49742.4
15808846,370985,1,165893.76
15727251,478063,0,58763.135
15727251,770194,0,58748.135
15663489,999325,1,69315.67
15663489,399782,0,69300.67
15683677,586168,1,4
15683677,747201,0,11
15596414,848939,1,53780.535
15596414,448401,0,53772.535
15730639,340805,1,139250.92
15672132,685461,0,60757.815
15672132,180341,0,60755.815
15742638,773221,0,7
15578603,377550,0,77371.37
15726088,298491,1,9
15726088,576842,0,4
15682533,994605,0,39651.995
15682533,625065,0,39650.995
15772995,492841,1,116312.29
15765694,738400,0,30
15659486,696679,1,37167.905
15659486,388674,0,37174.905
15568963,901589,1,152801.9
15703820,243215,1,66851.535
15703820,263659,0,66877.535
15569410,730059,1,114442.18
15632256,714354,0,127530.57
15724466,219465,1,84118.41
15777639,782986,0,101134.66
15802501,734059,1,51782.415
15802501,116541,0,51811.415
15778410,764765,0,32
15670702,765145,0,84117.105
15670702,448819,0,84123.105
15704763,346336,1,71970.555
15704763,267281,0,71966.555
15645544,507538,1,129764.69
15757646,868280,1,8
15757646,159630,0,21
15701121,521415,0,55338.59
15701121,400265,0,55320.59
15796313,680862,1,166911.2
15815660,412426,1,77101.725
15815660,179025,0,77079.725
15602844,535694,0,97488.06
15636238,349070,1,21
15636238,134338,0,5
15770101,409705,1,112094.04
15645543,356467,1,4
15596397,132349,1,17
15770525,129830,0,70527.285
15770525,983825,0,70536.285
15684267,749259,1,42237.335
15684267,403472,0,42267.335
15689980,621989,0,118549.26
15633260,390704,0,142688.46
15756471,270095,1,59328.58
15756471,573308,0,59329.58
15721303,904872,0,137535.02
15802256,618841,1,110991.23
15725664,842977,0,53651.7
15725664,757422,0,53664.7
15674851,552049,0,11
15701946,224606,0,124334.45
15748947,783394,1,95882.37
15673342,604594,1,7
15601008,786070,1,33
15601008,660591,0,9
15771636,465528,0,26
15642002,417102,0,117717.18
15693381,771326,0,135316.33
15607691,312351,1,87032.23
15607691,377476,0,87054.23
15589380,399846,1,114475.84
15603846,616992,1,24
15753549,513078,0,78947.265
15753549,229036,0,78934.265
15725355,160203,0,29
15773017,802435,1,21
15773017,677835,0,22
15625641,282159,1,54043.68
15625641,385650,0,54059.68
15776467,596940,1,7143.4
15776467,563215,0,7152.4
15746451,293723,0,51392.86
15746451,309899,0,51394.86
15777922,176977,1,80900.935
15777922,249015,0,80880.935
15606841,705701,1,17
15606841,510963,0,7
15757648,250162,0,95727.79
15677173,557621,1,62500.565
15677173,245115,0,62500.565
15764170,754957,1,93989.35
15610446,713901,0,44168.435
15610446,182505,0,44175.435
15612776,177382,1,6
15794122,591051,1,32
15794122,500518,0,2
15774931,956101,1,112960.87
15779247,788991,1,49289.55
15779247,120332,0,49288.55
15707078,802731,0,180553.51
15605263,644001,0,70498.785
15605263,489455,0,70473.785
15607381,364389,1,148919.72
15683471,992298,0,2
15683471,719023,0,3
15605037,271075,0,18
15605037,301429,0,27
15576085,321983,0,1
15770435,412953,1,115369.32
15592994,333168,1,10
15592994,439600,0,16
15624068,546397,0,27
15595221,623868,1,67370.065
15595221,828011,0,67350.065
15637131,301231,1,18
15637131,436176,0,10
15613471,319670,1,45275.74
15613471,438087,0,45278.74
15583499,116699,1,51671.39
15583499,510231,0,51679.39
15752816,122189,0,57322.29
15752816,830559,0,57299.29
15804075,734769,1,91311.51
15800517,731514,1,163366.12
15712319,415936,0,75464.145
15712319,322337,0,75472.145
15797389,518593,1,124608.33
15621432,208607,0,14
15621432,251693,0,33
15779390,243692,1,91298.7
15711219,355187,1,93719.72
15770498,239085,1,55869.54
15770498,139361,0,55874.54
15678727,406772,1,55399.84
15678727,364334,0,55396.84
15573893,215464,1,86729.725
15573893,749955,0,86759.725
15740104,387628,0,169683.73
15792649,582971,0,26
15605275,992577,0,116942.07
15572467,374099,1,26
15738219,700416,1,21
15600710,338420,1,32
15600710,722695,0,26
15804394,538465,1,65340.83
15804394,957031,0,65335.83
15694188,425767,0,28293.475
15694188,717773,0,28291.475
15583718,245162,1,71181.07
15583718,937314,0,71188.07
15802478,973491,1,30
15619343,428441,1,152779
15758813,898290,0,54879.6
15758813,994010,0,54879.6
15761374,286690,1,117473.51
15569209,949927,1,76021.57
15788539,565901,1,107778.57
15747222,540241,1,34
15747222,551335,0,31
15769346,603840,1,67530.745
15769346,860102,0,67501.745
15699634,475377,1,15
15699634,660855,0,30
15589076,591861,0,4
15589076,743956,0,30
15812338,876027,1,12
15758845,275336,0,64346.21
15685844,370503,0,70858.815
15685844,554842,0,70839.815
15583090,847425,1,10
15587581,771316,1,68327.3
15587581,280825,0,68343.3
15633640,928565,1,80622.83
15633640,989314,0,80622.83
15573741,960833,1,95030.92
15633574,134112,1,167552.32
15711455,854237,0,54540.3
15711455,795913,0,54524.3
15570601,615839,1,122036.55
15690925,993899,1,13892.985
15690925,398754,0,13908.985
15709338,544947,1,118584.55
15780746,394048,1,34
15681956,429459,1,15
15681956,674747,0,20
15778190,322139,1,97874.72
15786852,936624,1,79331.645
15786852,496589,0,79347.645
15726494,939420,1,175334.06
15641183,300633,1,48506.105
15641183,568912,0,48501.105
15805312,206117,0,61930.8
15805312,565755,0,61953.8
15636572,407078,1,7
15636572,611111,0,23
15632575,239518,1,1
15740164,851065,1,85238.84
15574947,610258,0,48919.04
15574947,331747,0,48895.04
15597909,437664,1,128148.99
15782574,186638,0,4
15782574,105373,0,12
15734999,154956,1,86024.19
15706593,182698,1,5
15766686,713567,1,52261.055
15766686,984140,0,52273.055
15590268,843838,1,47901.485
15590268,770122,0,47897.485
15763055,738701,0,49062.395
15763055,987937,0,49067.395
15664754,914697,0,65808.64
15664754,178109,0,65837.64
15643630,152473,1,63139.41
15641043,789035,1,13
15641043,576053,0,34
15768095,273042,0,21
15768095,195375,0,33
15811314,882521,1,140363.56
15669922,920479,1,20
15707114,272690,0,5
15670602,115200,0,53725.135
15670602,594604,0,53712.135
15713479,287307,1,30
15663830,377457,1,4
15566958,925653,1,83810.56
15566958,682052,0,83801.56
15680918,793525,1,58653.01
15680918,794351,0,58657.01
15663921,739112,1,22
15716324,196238,1,71867.45
15716324,313644,0,71862.45
15796969,927332,1,28
15796969,757048,0,28
15574783,506902,1,13
15574783,753809,0,0
15773487,287238,0,38428.46
15773487,225463,0,38428.46
15802486,367095,1,10
15802486,948322,0,19
15783398,652800,1,57677.875
15783398,141929,0,57684.875
15649418,423658,1,89107.52
15649418,180841,0,89111.52
15604588,892017,0,29
15735428,845302,0,1
15735428,927148,0,31
15629078,726715,1,63629.395
15629078,562069,0,63638.395
15806880,429112,1,22
15754999,237447,1,8
15781034,856966,0,0
15781034,327397,0,19
15622017,939501,1,17
15705885,841337,1,30
15705885,351437,0,0
15677382,516795,1,107571.96
15566843,571942,1,67439.2
15566843,758491,0,67460.2
15608387,482496,1,30
15810786,663514,1,13
15810786,893534,0,17
15626983,897400,1,2
15773605,523470,1,26
15811261,551896,1,35073.935
15811261,522902,0,35070.935
15590606,176843,1,30
15590606,181338,0,25
15576644,512250,1,39492.575
15576644,520838,0,39470.575
15750264,266554,1,52564.425
15750264,277161,0,52569.425
15741554,956008,1,56940.135
15741554,814756,0,56934.135
15769051,273799,0,0
15812198,133313,0,100926.5
15699772,437717,1,129261.11
15744105,932986,0,109149.05
15739858,226918,1,1
15723720,723065,0,1
15638355,227862,0,126419.66
15805637,926263,1,108561.16
15629575,756376,1,148062.89
15586243,147015,1,122303.87
15757931,947636,1,1
15757931,682583,0,0
15716023,839928,0,1
15647782,818300,1,152922.24
15716609,281249,0,134418.11
15623791,135808,1,54899.31
15623791,764694,0,54889.31
15627262,181554,1,46194.36
15627262,719969,0,46211.36
15652693,327915,0,129114.02
15586993,645266,1,29
15815560,948376,1,52579.25
15815560,233400,0,52583.25
15584930,497951,1,55689.66
15584930,301829,0,55720.66
15799031,555289,1,15
15799031,537766,0,31
15810457,246418,1,150420.14
15697879,394395,1,78330.36
15697879,726962,0,78338.36
15594902,919808,0,90959.81
15799710,572615,0,52491.23
15799710,605598,0,52503.23
15659651,233911,1,117054.82
15645956,254083,1,44479.925
15645956,726727,0,44476.925
15651713,946408,1,74066.695
15651713,429890,0,74048.695
15737265,494112,0,152209.83
15687310,905703,1,20
15687310,881079,0,17
15607347,254350,0,130079.23
15698321,501664,1,95071.73
15657812,501950,1,32
15657812,603163,0,17
15569187,757171,0,33
15681562,344916,1,56408.865
15681562,664505,0,56403.865
15615456,801395,1,123827.28
15589793,781817,1,72239.875
15589793,865104,0,72234.875
15781884,877873,0,47364.645
15781884,447927,0,47361.645
15675190,897325,0,15
15600734,598559,1,87211.605
15600734,944436,0,87206.605
15779176,708793,0,108896.24
15605286,192361,1,59409.675
15605286,172214,0,59427.675
15674922,458259,1,85585.81
15674922,518591,0,85587.81
15737506,135711,0,6
15780514,868162,1,136703.52
15623647,818590,1,135517.76
15668472,708028,0,88927.915
15668472,879975,0,88928.915
15692416,471036,1,71800.18
15692416,919994,0,71771.18
15771139,572194,1,147500.23
15738318,135765,1,48910.205
15738318,672376,0,48892.205
15772243,295014,0,26
15638463,227659,1,139503.18
15598088,763341,1,19
15693468,314429,0,70286.73
15693468,682575,0,70286.73
15671930,478970,1,12
15671930,484730,0,4
15762268,991062,1,70582.04
15762268,207934,0,70596.04
15780954,504759,1,65878.36
15700174,775233,0,41691.64
15700174,449981,0,41685.64
15635728,148306,0,10
15635728,967334,0,11
15679283,843808,1,64866.82
15679283,801973,0,64888.82
15591386,422151,1,34
15694192,246876,0,30
15585901,521002,0,21
15585901,568444,0,21
15792329,189128,1,107140.33
15635597,211303,1,10
15775880,116868,1,12
15775880,994613,0,26
15630913,216958,0,105333.73
15756680,468069,1,165828.1
15587913,189335,1,34
15587913,136827,0,6
15737605,764106,1,63275.785
15737605,829167,0,63253.785
15627876,396589,1,58216.795
15627876,781385,0,58228.795
15772601,361358,0,81736.74
15758606,527990,0,4
15657107,874404,1,106187.68
15622454,373819,1,96038.86
15775803,511608,0,12
15570859,127795,1,90858.58
15570859,962865,0,90837.58
15748381,869964,1,92856.64
15748381,865787,0,92864.64
15787189,359300,0,134270.17
15666055,608768,1,26
15617648,330370,1,47840.875
15617648,851124,0,47851.875
15755678,579226,0,27
15755678,505350,0,20
15624781,655297,1,71109.875
15624781,592653,0,71075.875
15779497,329125,1,127857.93
15567399,133284,1,144184.29
15613656,203292,1,31779.47
15613656,834632,0,31760.47
15734311,726585,1,4
15657214,631102,0,33
15657214,187523,0,1
15799350,941285,0,106149.46
15729970,925187,0,127287.75
15725835,291632,0,124516.03
15745543,792432,1,31
15727384,657308,0,73299.89
15727384,145404,0,73282.89
15666916,235951,1,49831.46
15666916,443300,0,49808.46
15732917,557756,1,58934.715
15732917,814569,0,58947.715
15612050,779886,1,168556.37
15726267,947676,0,117363.54
15780124,319816,0,54065.765
15780124,502593,0,54082.765
15742238,655437,1,68258.06
15742238,906784,0,68263.06
15679024,845253,1,58191.265
15679024,293416,0,58163.265
15715297,545115,1,75479.23
15633612,638178,1,172677.82
15602929,262108,0,27
15696703,868559,1,160387.68
15756668,855991,1,49235.685
15756668,955345,0,49226.685
15565779,720089,1,28924.66
15565779,382488,0,28922.66
15795519,485880,0,64392.9
15795519,639821,0,64383.9
15761477,457779,1,130826.42
15731890,245514,0,123977.16
15633043,841397,0,26
15633043,608964,0,2
15752953,629332,0,19
15752953,801340,0,3
15603088,126452,0,28
15606613,406343,1,3
15635939,571703,1,33
15635939,587258,0,20
15666043,836303,1,78179.79
15666043,648865,0,78165.79
15746190,216933,0,18
15591357,579463,1,123380.3
15658716,811780,1,46098.675
15658716,401751,0,46103.675
15679909,109423,1,13
15679909,184811,0,26
15634262,922795,1,74216.595
15634262,879298,0,74216.595
15799825,178097,1,3
15799825,304883,0,29
15756875,589541,0,73738.22
15756875,111412,0,73716.22
15678146,300537,0,87015.16
15678146,283095,0,87005.16
15710743,946487,1,18
15595831,149277,1,145221.43
15626684,354972,0,167546.97
15709846,922698,1,94980.97
15635459,730887,1,106150.5
15642544,948167,0,32
15566494,424461,1,12
15655238,976447,0,12
15655238,274768,0,4
15733429,190344,1,60024.43
15733429,648302,0,60009.43
15814536,548091,0,112571.54
15771702,209569,1,166133.45
15723008,419476,1,102893.4
15797160,598235,1,26
15792222,968412,0,53458.75
15792222,506284,0,53458.75
15644765,988448,0,120758.97
15610686,685417,0,169847.57
15730868,919938,1,22
15730868,914380,0,8
15705991,866302,0,113609.42
15577078,420609,1,34
15679550,586183,1,18
15787655,751096,1,31
15787655,132219,0,30
15668081,597099,1,12
15747980,514676,1,146312.79
15710295,517561,1,119424.62
15724443,590653,0,122111.63
15571305,689314,1,51537.315
15571305,978272,0,51544.315
15569503,864932,1,1
15581840,142615,1,4
15581840,399714,0,20
15772262,702270,1,110513.86
15767794,723961,1,60366.14
15767794,246920,0,60376.14
15629338,688225,1,18288.48
15629338,729651,0,18303.48
15790379,470088,1,108601
15750684,467089,1,20
15750684,371653,0,20
15697214,304305,1,17
15697214,731703,0,22
15711015,340048,1,6
15573309,843215,1,6
15573309,574736,0,26
15805303,327300,1,70586.31
15805303,356823,0,70583.31
15741385,129076,1,108257.37
15780254,672850,0,8
15780254,156329,0,0
15744843,504575,0,72455.67
15744843,265252,0,72428.67
15815626,129867,1,34217.225
15815626,959961,0,34216.225
15784736,794016,1,68445.62
15784736,856838,0,68457.62
15813412,649285,1,44038.89
15809143,460813,1,133076.63
15617617,532626,1,20
15779738,927822,1,15
15668669,910606,1,48847.805
15668669,390874,0,48857.805
15687477,879562,1,92522.51
15687477,499323,0,92522.51
15578908,543699,1,34
15578908,857404,0,11
15687658,257903,1,65984.61
15615020,190086,0,75240.555
15615020,548932,0,75242.555
15608886,555983,0,3
15608886,553500,0,14
15602551,166450,1,14
15672945,191160,1,136432.18
15757408,457102,0,125456.045
15757408,476207,0,125456.045
15806132,186059,1,146807.81
15813022,463083,0,15
15673578,732994,1,64259.455
15673578,414989,0,64260.455
15757916,431614,1,22
15757916,135458,0,26
15689168,180718,0,71706.645
15689168,193814,0,71721.645
15769216,276761,1,12
15593295,478218,1,38089.825
15593295,507334,0,38090.825
15804814,702898,1,24
15778934,499287,0,5
15802351,726721,1,45282.15
15802351,790177,0,45303.15
15630241,528738,1,62410.22
15719561,310553,0,4
15719561,440136,0,29
15615096,564248,1,9
15659931,215984,1,61702.1
15659931,845129,0,61702.1
15714586,707883,0,99864.47
15634949,433150,1,80744.18
15634949,211089,0,80741.18
15589224,537399,0,16
15589224,385574,0,18
15795990,165527,1,138330.76
15603216,561994,1,32
15603216,574000,0,7
15631201,105437,1,3
15631201,200209,0,3
15686255,224555,0,101752.84
15746594,910644,1,4
15746594,711869,0,22
15718893,331373,1,62741.035
15718893,537643,0,62736.035
15671609,214000,1,24
15652540,461201,0,7
15774857,113265,1,23
15774857,296740,0,1
15791836,170172,1,1
15651554,946231,1,118460.21
15583576,579948,0,31
15732740,546148,0,89065.775
15732740,216950,0,89052.775
15723320,909380,1,54607.57
15723320,407628,0,54587.57
15603851,318800,0,63909.585
15603851,363049,0,63914.585
15777923,842820,0,6
15777923,165166,0,17
15735719,969482,1,10
15703482,228737,1,134268.36
15605835,659689,0,69148.91
15664881,115557,1,100082.77
15757568,906387,1,12
15757568,673233,0,2
15792660,309263,1,58127.44
15792660,110860,0,58143.44
15599722,793326,1,86066.52
15726354,203102,1,61597.975
15726354,201116,0,61584.975
15610355,542983,1,31723.455
15610355,746188,0,31742.455
15704284,961861,1,95322.39
15621893,552475,1,66777.335
15621893,179830,0,66806.335
15588219,796108,1,106872.81
15688619,792428,1,52641.16
15688619,215524,0,52645.16
15765518,294931,1,52635.765
15765518,678091,0,52638.765
15616931,812036,1,51414.21
15616931,776676,0,51418.21
15758372,249195,1,2
15758372,564824,0,15
15782591,179148,1,112714.95
15612109,462996,1,122346.26
15613712,511321,1,33
15613712,454171,0,22
15639322,442295,1,137859.41
15594349,582657,0,61248.235
15594349,496227,0,61262.235
15574167,828316,1,50675.055
15574167,280018,0,50671.055
15811842,321043,1,30
